course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,rating,course_document
AI for Business Leaders | Alexander Young | Advanced,AI for Business Leaders,Alexander Young,Advanced,Yes,Yes,59.4,273.92,0.713,26693.0,3.71,Course Name: AI for Business Leaders. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.4. Course Price: 273.92. Feedback Score: 0.713. Enrollment Numbers: 26693.0. Average Rating: 3.71.
Advanced Machine Learning | Charlotte King | Beginner,Advanced Machine Learning,Charlotte King,Beginner,Yes,Yes,48.57,258.96,0.73,24088.0,4.06,Course Name: Advanced Machine Learning. Instructor: Charlotte King. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.57. Course Price: 258.96. Feedback Score: 0.73. Enrollment Numbers: 24088.0. Average Rating: 4.06.
Advanced Machine Learning | Charlotte King | Intermediate,Advanced Machine Learning,Charlotte King,Intermediate,No,Yes,49.24,269.17,0.761,26974.0,4.03,Course Name: Advanced Machine Learning. Instructor: Charlotte King. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 49.24. Course Price: 269.17. Feedback Score: 0.761. Enrollment Numbers: 26974.0. Average Rating: 4.03.
Advanced Machine Learning | Daniel White | Advanced,Advanced Machine Learning,Daniel White,Advanced,No,Yes,59.01,246.5,0.72,24819.0,3.84,Course Name: Advanced Machine Learning. Instructor: Daniel White. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 59.01. Course Price: 246.5. Feedback Score: 0.72. Enrollment Numbers: 24819.0. Average Rating: 3.84.
Advanced Machine Learning | Daniel White | Beginner,Advanced Machine Learning,Daniel White,Beginner,Yes,No,56.85,275.98,0.772,25731.0,4.0,Course Name: Advanced Machine Learning. Instructor: Daniel White. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 56.85. Course Price: 275.98. Feedback Score: 0.772. Enrollment Numbers: 25731.0. Average Rating: 4.0.
Advanced Machine Learning | Daniel White | Intermediate,Advanced Machine Learning,Daniel White,Intermediate,No,Yes,53.28,247.44,0.757,25038.0,3.92,Course Name: Advanced Machine Learning. Instructor: Daniel White. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.28. Course Price: 247.44. Feedback Score: 0.757. Enrollment Numbers: 25038.0. Average Rating: 3.92.
Advanced Machine Learning | David Wilson | Advanced,Advanced Machine Learning,David Wilson,Advanced,No,Yes,49.78,258.51,0.704,26136.0,4.1,Course Name: Advanced Machine Learning. Instructor: David Wilson. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 49.78. Course Price: 258.51. Feedback Score: 0.704. Enrollment Numbers: 26136.0. Average Rating: 4.1.
Advanced Machine Learning | David Wilson | Beginner,Advanced Machine Learning,David Wilson,Beginner,No,Yes,52.73,258.79,0.762,24602.0,3.98,Course Name: Advanced Machine Learning. Instructor: David Wilson. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.73. Course Price: 258.79. Feedback Score: 0.762. Enrollment Numbers: 24602.0. Average Rating: 3.98.
Advanced Machine Learning | David Wilson | Intermediate,Advanced Machine Learning,David Wilson,Intermediate,Yes,Yes,47.77,262.66,0.758,23995.0,3.95,Course Name: Advanced Machine Learning. Instructor: David Wilson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.77. Course Price: 262.66. Feedback Score: 0.758. Enrollment Numbers: 23995.0. Average Rating: 3.95.
Advanced Machine Learning | Dr. John Smith | Advanced,Advanced Machine Learning,Dr. John Smith,Advanced,Yes,Yes,55.23,245.78,0.741,24392.0,3.94,Course Name: Advanced Machine Learning. Instructor: Dr. John Smith. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.23. Course Price: 245.78. Feedback Score: 0.741. Enrollment Numbers: 24392.0. Average Rating: 3.94.
Advanced Machine Learning | Dr. John Smith | Beginner,Advanced Machine Learning,Dr. John Smith,Beginner,Yes,Yes,49.41,261.98,0.759,25439.0,3.93,Course Name: Advanced Machine Learning. Instructor: Dr. John Smith. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.41. Course Price: 261.98. Feedback Score: 0.759. Enrollment Numbers: 25439.0. Average Rating: 3.93.
Advanced Machine Learning | Dr. John Smith | Intermediate,Advanced Machine Learning,Dr. John Smith,Intermediate,No,Yes,57.01,238.47,0.77,22616.0,3.89,Course Name: Advanced Machine Learning. Instructor: Dr. John Smith. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 57.01. Course Price: 238.47. Feedback Score: 0.77. Enrollment Numbers: 22616.0. Average Rating: 3.89.
Advanced Machine Learning | Dr. Mia Walker | Advanced,Advanced Machine Learning,Dr. Mia Walker,Advanced,Yes,Yes,54.68,259.83,0.726,24948.0,4.24,Course Name: Advanced Machine Learning. Instructor: Dr. Mia Walker. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.68. Course Price: 259.83. Feedback Score: 0.726. Enrollment Numbers: 24948.0. Average Rating: 4.24.
Advanced Machine Learning | Dr. Mia Walker | Beginner,Advanced Machine Learning,Dr. Mia Walker,Beginner,Yes,Yes,54.24,244.67,0.749,25504.0,3.94,Course Name: Advanced Machine Learning. Instructor: Dr. Mia Walker. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.24. Course Price: 244.67. Feedback Score: 0.749. Enrollment Numbers: 25504.0. Average Rating: 3.94.
Advanced Machine Learning | Dr. Mia Walker | Intermediate,Advanced Machine Learning,Dr. Mia Walker,Intermediate,Yes,Yes,54.8,284.96,0.749,26149.0,3.96,Course Name: Advanced Machine Learning. Instructor: Dr. Mia Walker. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.8. Course Price: 284.96. Feedback Score: 0.749. Enrollment Numbers: 26149.0. Average Rating: 3.96.
Advanced Machine Learning | Dr. Robert Davis | Advanced,Advanced Machine Learning,Dr. Robert Davis,Advanced,No,Yes,52.24,232.08,0.768,24303.0,3.99,Course Name: Advanced Machine Learning. Instructor: Dr. Robert Davis. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.24. Course Price: 232.08. Feedback Score: 0.768. Enrollment Numbers: 24303.0. Average Rating: 3.99.
Advanced Machine Learning | Dr. Robert Davis | Beginner,Advanced Machine Learning,Dr. Robert Davis,Beginner,Yes,No,54.92,277.84,0.735,25570.0,3.98,Course Name: Advanced Machine Learning. Instructor: Dr. Robert Davis. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 54.92. Course Price: 277.84. Feedback Score: 0.735. Enrollment Numbers: 25570.0. Average Rating: 3.98.
Advanced Machine Learning | Dr. Robert Davis | Intermediate,Advanced Machine Learning,Dr. Robert Davis,Intermediate,Yes,Yes,56.94,251.27,0.773,24961.0,3.93,Course Name: Advanced Machine Learning. Instructor: Dr. Robert Davis. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.94. Course Price: 251.27. Feedback Score: 0.773. Enrollment Numbers: 24961.0. Average Rating: 3.93.
Advanced Machine Learning | Emma Harris | Advanced,Advanced Machine Learning,Emma Harris,Advanced,No,Yes,58.13,305.89,0.724,25253.0,3.7,Course Name: Advanced Machine Learning. Instructor: Emma Harris. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 58.13. Course Price: 305.89. Feedback Score: 0.724. Enrollment Numbers: 25253.0. Average Rating: 3.7.
Advanced Machine Learning | Emma Harris | Beginner,Advanced Machine Learning,Emma Harris,Beginner,Yes,Yes,52.21,252.56,0.733,25591.0,4.01,Course Name: Advanced Machine Learning. Instructor: Emma Harris. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.21. Course Price: 252.56. Feedback Score: 0.733. Enrollment Numbers: 25591.0. Average Rating: 4.01.
Advanced Machine Learning | Emma Harris | Intermediate,Advanced Machine Learning,Emma Harris,Intermediate,Yes,Yes,52.36,276.89,0.744,24206.0,3.94,Course Name: Advanced Machine Learning. Instructor: Emma Harris. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.36. Course Price: 276.89. Feedback Score: 0.744. Enrollment Numbers: 24206.0. Average Rating: 3.94.
Advanced Machine Learning | Ethan Hall | Advanced,Advanced Machine Learning,Ethan Hall,Advanced,No,Yes,50.73,258.76,0.725,26148.0,3.84,Course Name: Advanced Machine Learning. Instructor: Ethan Hall. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.73. Course Price: 258.76. Feedback Score: 0.725. Enrollment Numbers: 26148.0. Average Rating: 3.84.
Advanced Machine Learning | Ethan Hall | Beginner,Advanced Machine Learning,Ethan Hall,Beginner,Yes,Yes,54.12,248.65,0.733,24114.0,3.88,Course Name: Advanced Machine Learning. Instructor: Ethan Hall. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.12. Course Price: 248.65. Feedback Score: 0.733. Enrollment Numbers: 24114.0. Average Rating: 3.88.
Advanced Machine Learning | Ethan Hall | Intermediate,Advanced Machine Learning,Ethan Hall,Intermediate,Yes,Yes,55.85,232.04,0.778,26786.0,3.91,Course Name: Advanced Machine Learning. Instructor: Ethan Hall. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.85. Course Price: 232.04. Feedback Score: 0.778. Enrollment Numbers: 26786.0. Average Rating: 3.91.
Advanced Machine Learning | Isabella Scott | Advanced,Advanced Machine Learning,Isabella Scott,Advanced,Yes,Yes,55.73,258.46,0.767,24765.0,3.81,Course Name: Advanced Machine Learning. Instructor: Isabella Scott. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.73. Course Price: 258.46. Feedback Score: 0.767. Enrollment Numbers: 24765.0. Average Rating: 3.81.
Advanced Machine Learning | Isabella Scott | Beginner,Advanced Machine Learning,Isabella Scott,Beginner,Yes,Yes,53.55,268.71,0.76,24935.0,4.0,Course Name: Advanced Machine Learning. Instructor: Isabella Scott. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.55. Course Price: 268.71. Feedback Score: 0.76. Enrollment Numbers: 24935.0. Average Rating: 4.0.
Advanced Machine Learning | Isabella Scott | Intermediate,Advanced Machine Learning,Isabella Scott,Intermediate,Yes,Yes,57.65,272.07,0.722,23058.0,3.9,Course Name: Advanced Machine Learning. Instructor: Isabella Scott. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.65. Course Price: 272.07. Feedback Score: 0.722. Enrollment Numbers: 23058.0. Average Rating: 3.9.
Advanced Machine Learning | James Clark | Advanced,Advanced Machine Learning,James Clark,Advanced,Yes,Yes,45.3,269.28,0.752,25449.0,3.98,Course Name: Advanced Machine Learning. Instructor: James Clark. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 45.3. Course Price: 269.28. Feedback Score: 0.752. Enrollment Numbers: 25449.0. Average Rating: 3.98.
Advanced Machine Learning | James Clark | Beginner,Advanced Machine Learning,James Clark,Beginner,Yes,Yes,50.3,272.63,0.745,24918.0,4.07,Course Name: Advanced Machine Learning. Instructor: James Clark. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.3. Course Price: 272.63. Feedback Score: 0.745. Enrollment Numbers: 24918.0. Average Rating: 4.07.
Advanced Machine Learning | James Clark | Intermediate,Advanced Machine Learning,James Clark,Intermediate,Yes,Yes,53.13,255.9,0.742,25806.0,4.04,Course Name: Advanced Machine Learning. Instructor: James Clark. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.13. Course Price: 255.9. Feedback Score: 0.742. Enrollment Numbers: 25806.0. Average Rating: 4.04.
Advanced Machine Learning | Jessica Martinez | Advanced,Advanced Machine Learning,Jessica Martinez,Advanced,No,Yes,52.38,296.64,0.732,24395.0,3.94,Course Name: Advanced Machine Learning. Instructor: Jessica Martinez. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.38. Course Price: 296.64. Feedback Score: 0.732. Enrollment Numbers: 24395.0. Average Rating: 3.94.
Advanced Machine Learning | Jessica Martinez | Beginner,Advanced Machine Learning,Jessica Martinez,Beginner,No,No,52.61,248.27,0.761,25726.0,3.88,Course Name: Advanced Machine Learning. Instructor: Jessica Martinez. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: No. Course Duration Hours: 52.61. Course Price: 248.27. Feedback Score: 0.761. Enrollment Numbers: 25726.0. Average Rating: 3.88.
Advanced Machine Learning | Jessica Martinez | Intermediate,Advanced Machine Learning,Jessica Martinez,Intermediate,Yes,Yes,54.28,252.14,0.751,26080.0,4.12,Course Name: Advanced Machine Learning. Instructor: Jessica Martinez. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.28. Course Price: 252.14. Feedback Score: 0.751. Enrollment Numbers: 26080.0. Average Rating: 4.12.
Advanced Machine Learning | Liam Adams | Advanced,Advanced Machine Learning,Liam Adams,Advanced,No,Yes,64.1,238.84,0.75,25572.0,4.04,Course Name: Advanced Machine Learning. Instructor: Liam Adams. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 64.1. Course Price: 238.84. Feedback Score: 0.75. Enrollment Numbers: 25572.0. Average Rating: 4.04.
Advanced Machine Learning | Liam Adams | Beginner,Advanced Machine Learning,Liam Adams,Beginner,Yes,Yes,48.61,263.56,0.745,22706.0,3.96,Course Name: Advanced Machine Learning. Instructor: Liam Adams. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.61. Course Price: 263.56. Feedback Score: 0.745. Enrollment Numbers: 22706.0. Average Rating: 3.96.
Advanced Machine Learning | Liam Adams | Intermediate,Advanced Machine Learning,Liam Adams,Intermediate,No,Yes,51.52,227.09,0.732,25477.0,3.99,Course Name: Advanced Machine Learning. Instructor: Liam Adams. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 51.52. Course Price: 227.09. Feedback Score: 0.732. Enrollment Numbers: 25477.0. Average Rating: 3.99.
Advanced Machine Learning | Michael Brown | Advanced,Advanced Machine Learning,Michael Brown,Advanced,Yes,Yes,52.77,240.87,0.738,20600.0,3.95,Course Name: Advanced Machine Learning. Instructor: Michael Brown. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.77. Course Price: 240.87. Feedback Score: 0.738. Enrollment Numbers: 20600.0. Average Rating: 3.95.
Advanced Machine Learning | Michael Brown | Beginner,Advanced Machine Learning,Michael Brown,Beginner,Yes,Yes,53.43,253.05,0.75,27271.0,3.93,Course Name: Advanced Machine Learning. Instructor: Michael Brown. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.43. Course Price: 253.05. Feedback Score: 0.75. Enrollment Numbers: 27271.0. Average Rating: 3.93.
Advanced Machine Learning | Michael Brown | Intermediate,Advanced Machine Learning,Michael Brown,Intermediate,Yes,No,46.01,251.12,0.772,24545.0,3.98,Course Name: Advanced Machine Learning. Instructor: Michael Brown. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 46.01. Course Price: 251.12. Feedback Score: 0.772. Enrollment Numbers: 24545.0. Average Rating: 3.98.
Advanced Machine Learning | Olivia Taylor | Advanced,Advanced Machine Learning,Olivia Taylor,Advanced,Yes,Yes,49.97,262.55,0.739,22083.0,4.08,Course Name: Advanced Machine Learning. Instructor: Olivia Taylor. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.97. Course Price: 262.55. Feedback Score: 0.739. Enrollment Numbers: 22083.0. Average Rating: 4.08.
Advanced Machine Learning | Olivia Taylor | Beginner,Advanced Machine Learning,Olivia Taylor,Beginner,No,Yes,56.54,262.66,0.747,24169.0,3.92,Course Name: Advanced Machine Learning. Instructor: Olivia Taylor. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 56.54. Course Price: 262.66. Feedback Score: 0.747. Enrollment Numbers: 24169.0. Average Rating: 3.92.
